sku,title,description,vendor,type,tags,price,images
pure-fix-26-fgfs-wheelset,"Pure Fix 26"" FGFS Wheelset","<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>Built to work on everything from mountain bikes to our <a href=""http://purefixcycles.com/collections/fgfs-series"">FGFS bikes</a>, Pure Fix 26"" wheelsets feature a triple-walled aluminum construct. These wheels include name-brand and laser-etched, sealed, high flange hubs. Our rear wheels include flip-flop hubs with a pre-attached 16T fixed cog along with a 16T freewheel cog for single-speed riding. Front and rear wheels feature 36 spokes each and all wheelsets include nylon rim-strips to protect against sharp edges and prevent tube puncture.<br><br> We recommend using any style of 26"" tire (tires and tubes not included).<br><br> List of Specs:</p>
<ul>
<li>26""</li>
<li>Triple-walled aluminum</li>
<li>Name-brand, laser-etched, sealed, high flange hubs</li>
<li>Flip-flop rear hub</li>
<li>Comes with pre-attached 16T fixed and freewheel cog</li>
<li>36 spokes per wheel</li>
<li>Includes nylon rim strips</li>
<li>4 lbs per wheel</li>
<li>Recommended with any style of 26"" tire (tires and tubes not included)</li>
<li>14mm axle</li>
</ul>",Pure Fix Cycles,Wheelsets,"26"", 26"" Wheelsets, Accessories, Black, FGFS, FGFS Accessories, Green, Red, Wheels, Wheelset, Wheelsets and Accessories, White",69,https://cdn.shopify.com/s/files/1/0923/8062/products/26_green_web.jpeg?v=1438625244
650c-micro-wheelset,650C 45mm Micro Wheelset,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>Designed for speed and style in a more compact package, these Pure Fix double-walled aluminum wheelsets are size 650C with a 45mm rim depth, front and rear. Our wheels include name-brand and laser-etched, 120 mm KT Quando hubs. Our rear wheels include flip-flop hubs with a pre-attached 16T fixed cog along with a 16T freewheel cog for single-speed riding. Front and rear wheels feature 32 spokes each and all wheelsets include nylon rim-strips to protect against sharp edges and prevent tube puncture.</p>
<p>We recommend using any style of 650C tire (tires and tubes not included).<br> <br> List of Specs:</p>
<ul>
<li>650C</li>
<li>45mm rim depth</li>
<li>Double-walled aluminum</li>
<li>120mm KT Quando hubs</li>
<li>Non-sealed</li>
<li>Flip-flop rear hub</li>
<li>Comes with pre-attached 16T fixed and freewheel cog</li>
<li>32 spokes per wheel</li>
<li>Includes nylon rim strips</li>
<li>3.5 lbs per wheel</li>
<li>
<span style=""font-size: 14px; line-height: 1.5;"">Perfect for our </span><a href=""http://purefixcycles.com/collections/micro-series"" style=""font-size: 14px; line-height: 1.5;"">Micro Line</a>
</li>
</ul>",Pure Fix Cycles,Wheelsets,"650C, 650C Wheelsets, Black, Blue, Micro, Orange, Wheels, Wheelset, Wheelsets and Accessories, White",130,https://cdn.shopify.com/s/files/1/0923/8062/products/650_orange_web.jpeg?v=1438625240
pure-fix-700c-50mm-glow-wheelset,Pure Fix 700C 50mm Glow Wheelset,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><h3><b>Note: Glows Green</b></h3>
<div>
<p>It's GLOW time!  Designed to go fast and look good doing it, these Pure Fix double-walled aluminum wheelsets are size 700C with a 50mm rim depth, front and rear. Our 50mm wheels include name-brand and laser-etched 120 mm <span>high-flanged</span> KT Quando hubs <span>(100mm front, 120mm rear, 3/8"" axle)</span>. Oh, and did we mention they GLOW IN THE DARK!</p>
<p>Our rear wheels feature flip-flop hubs with a pre-attached 16T fixed cog, along with a 16T freewheel cog for single-speed riding. Front and rear wheels have 32 spokes each and all wheelsets include nylon rim-strips to protect against sharp edges and prevent tube puncture.<br><br>We recommend using tires ranging from 23x700C to 32x700C (tires and tubes not included).</p>
<div>
<div>
<ul></ul>
</div>
</div>
</div>",Pure Fix Cycles,Wheelsets,"700C, 700C Wheelsets, Glow, Green, Wheels, Wheelsets, Wheelsets and Accessories, White, Yellow",190,https://cdn.shopify.com/s/files/1/0923/8062/products/green_glow_1207_c1989717-1a02-41ff-823f-b36e23745eeb.jpeg?v=1438625237
700c-aerospoke,700C Aerospoke - Lime Green Front,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>Whether you are a Velodrome Racer or a Fixie Rider, Aerospoke wheels are essential gear for your ride. Aerospoke is proud of the many world records set on our wheels, many of which came on the Velodrome. The aerodynamic performance and rollability of Aerospoke wheels is proven. The stiffness of Aerospoke wheels means less energy loss due to wheel flex or deformation. Aerospoke wheels are rugged and that means less time truing spokes and more time riding the streets. Aerospoke five spoke wing design provides a canvas to be creative with our wheels as well - and we offer a wide variety of colors to do just that.</p>",Aerospoke,Wheelsets,"700C, 700C Wheelsets, Aerospoke, Black, Red, Wheel, Wheelset, Wheelsets and Accessories, White",199,https://cdn.shopify.com/s/files/1/0923/8062/products/img-700c-limewb-250x250.gif?v=1438625235
truative-powerspline-bottom-bracket,Truvativ Powerspline Bottom Bracket,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>This is the perfect bottom bracket to fit with the <a href=""http://purefixcycles.com/products/sram-s100-175mm-48t-black-courier-crankset-power-spline"" title=""SRAM S100 Crankset"">SRAM S100 Crankset</a>. Pop this thing in your Track Frame and you're good to go!</p>
<table class=""setabulardata"" cellspacing=""0"">
<tbody>
<tr><th class=""setableheader"" colspan=""2"">Item Specifications</th></tr>
<tr class=""serowodd"">
<td class=""selabel"">BB Shell Width</td>
<td class=""sedata"">68 mm</td>
</tr>
<tr class=""seroweven"">
<td class=""selabel"">Weight</td>
<td class=""sedata"">305 g</td>
</tr>
<tr class=""serowodd"">
<td class=""selabel"">BB Thread Type</td>
<td class=""sedata"">English</td>
</tr>
<tr class=""seroweven"">
<td class=""selabel"">Spindle Interface Type</td>
<td class=""sedata"">TruVativ Power Spline</td>
</tr>
<tr class=""serowodd"">
<td class=""selabel"">Spindle Length</td>
<td class=""sedata"">113 mm</td>
</tr>
</tbody>
</table>",Truvativ,Bottom Brackets,"Bottom Bracket, Bottom Brackets, Drivetrain, Parts, Pro, Track",25,https://cdn.shopify.com/s/files/1/0923/8062/products/Turative-bottom-bracket-WEB_c601085e-05e5-4596-82cc-2ab2d402c4b2.jpeg?v=1438625234
original-fixed-gear-frameset,Original Fixed Gear Frameset,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>Our Original Fixed-Gear Frameset is a track inspired frame designed to throw down speed on the streets. Made of durable steel that absorbs road shock and gives you a classic feeling ride, the set includes a matching frame, fork and endless potential for customization!</p>",Pure Fix Cycles,Framesets,"1/8"", Alloy, Black, Blue, Chrome, Fixie, Frameset, Framesets, Gloss Black, Green, Grey, Neon Green, Neon Yellow, Orange, Original Framesets, Parts, Pink, Red, White, Yellow",99,https://cdn.shopify.com/s/files/1/0923/8062/products/red-frameset-WEB.jpeg?v=1438625226
fsa-27-2-x-420mm-seatpost-sl-280,FSA 27.2 Seatpost SL-280,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>The FSA SL-280 is the perfect match for our track frames. Light and strong, it’s built to win by a company that’s pretty familiar with what a first place finish feels like. Full Speed Ahead!</p>
<div id=""collapsible"">
<h3 class=""toggle-title"">
<span class=""icon-plus-sign""></span> Specs</h3>
<div id=""product-features"" class=""toggle-content"">
<ul>
<li>Set back, 1-bolt Nano Pro clamp adjustment</li>
<li>2-piece AL-6061 shaft with forged alloy head</li>
<li>AL/Cromoly construction</li>
<li>320g</li>
</ul>
</div>
</div>",FSA,Seatpost,"Black, FSA, Pro, Saddles and Seatposts, seat post, Seatpost, Seatposts and Clamps, Track",40,https://cdn.shopify.com/s/files/1/0923/8062/products/FSA-SL-280-black-seatpost-WEB.jpeg?v=1438625215
keirin-track-frame,Keirin Track Frameset,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><h3>The Keirin</h3>
<p>The Keirin is designed to give you the edge on the track and the streets. Built with double-butted 6061 aluminum tubing, and featuring an integrated headset and smooth welds, it’s light, stiff, responsive, and ready for anything from a crit to a commute.</p>",Pure Fix Cycles,Framesets,"Accessories, Alloy, Black, Chrome, Framesets, Keirin, Parts, Pro, Racing, Track, Track Framesets, White",225,https://cdn.shopify.com/s/files/1/0923/8062/products/KEIRINTRACK_2014_SEAMLESS_3RD_WHITE_WEB.jpeg?v=1438625207
keirin-pro-track-frame,Keirin Pro Track Frameset,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><h3>The Keirin Pro Frameset</h3>
<p>This is the mother of them all. The Keirin Pro was crafted to win at the highest levels and look dang good doing it. Built with triple-butted 6061 aluminum, the Keirin Pro features a hydro-formed top tube and seat tube, integrated headset, smooth welds, and a hand polished finish.</p>",Pure Fix Cycles,Framesets,"Alloy, Black, Chrome, Framesets, Keirin, Parts, Pro, Racing, Track, Track Framesets, White",325,https://cdn.shopify.com/s/files/1/0923/8062/products/KEIRINPROTRACK_2014_SEAMLESS_3RD_ALLOY_WEB.jpeg?v=1438625191
classic-2-bar-frameset,Classic 2-Bar Chromoly Frameset,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p class=""lead"">Ready to raise the bar?  Why not two?  Whether you're looking for speed or style, this frame has you covered!</p>
<p class=""p1"">Chromoly (CrMo) construction makes this frame <strong>30% lighter</strong> than our standard frames, while the <strong>double top tube</strong> design allows the frame to maintain its overall strength and rigidity.  These frames also include high-performance track-ends, <strong>built-in chain tensioners</strong>, and a reinforced fork, creating an all-around fast frame that'll keep you looking good for miles!</p>
<p class=""p1"">Currently only available in a <strong>54 cm</strong></p>",Pure Fix Cycles,Framesets,"2-bar, 2-Bar Framesets, Accessories, Black, CrMo, CrMo Framesets, Framesets, Gloss Black, Matte Black, Parts, Red, White",110,https://cdn.shopify.com/s/files/1/0923/8062/products/Frame_Gloss_Black_9d40b247-a3ce-4b5e-ba99-ef1a1650cd91.jpeg?v=1438625177
pure-fix-straight-fork,Pure Fix Straight Fork,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>Picture this: you’re at the dinner table.  Your dad is reading the paper, like always, and your mom is hassling you about your future, your life choices, ya know the sort of junk, “what are you going to do with your life?”  “What do you love?”  “What makes you different from everyone else?”  You’re fed up with it, but still hungry.  A juicy steak is sitting in front of you, slathered in A.1., just waiting.  You grab your knife, reach out with your other hand, and it hits you like a ton of silverware…fork…a fork…that’s it!  A NEW FORK!</p>
<p>These bad boys will get you where you’re going, last a lifetime, and are sure to set you apart from all the rest.  Perfect for any of our standard frames, these 1 1/8” hi-ten steel forks are the ideal addition to your old bike or new build.</p>
<p><span style=""text-decoration: underline;"">Steerer Tube Length:</span><br><span>43cm = 6.75""</span><br><span>47cm-54cm = 6.75""</span><br><span>58cm = 8.25""</span><br><span>61cm = 9""</span><br><span>64cm = 10.5""</span></p>",Pure Fix Cycles,Forks,"Black, Celeste, Chrome, Cream, Fork, Forks, Framesets, Gloss Black, Parts, Purple, White",30,https://cdn.shopify.com/s/files/1/0923/8062/products/fork_celeste_6f282f80-d776-4219-b996-de1dab34e0f6.jpeg?v=1438625164
pure-city-fenders,Pure City Fenders,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>You love your street and your street loves you, but that doesn't mean you want to swap fluids. Putting fenders on your bike means saying “good bye” to a water-splashed back, sprayed legs, and keeps all that road grime under you, where it belongs. Our City Fenders are styled out of lightweight aluminum to keep you dry without slowing you down and they look way better on a bike than a soaked rider. The people riding behind you will thank you too.</p>",Pure Fix Cycles,Fender,"City Accessories, Fender, Fenders and Chain Guards, Pure City",30,https://cdn.shopify.com/s/files/1/0923/8062/products/Tire-Cover-Red-Full.jpeg?v=1438625150
pure-city-chain-guard,Pure City Chain Guard,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>Bikes are awesome, greasy legs aren't. That's where the Chainguard comes in. Built of stylishly-molded aluminum and designed to keep your drivetrain's grimy paws off your clothes, furniture, pets, etc..., a chainguard is a must for any commuter and keeping the chain protected from the elements means less maintenance! There's a reason these come standard on out Pure City bikes – they rock!</p><p><strong>Have a 45cm Pure City? Try the 700C Chain Guard.</strong></p><p><strong>Have a 43cm Pure City? Try the 26"" Chain Guard.</strong></p>",Pure Fix Cycles,Chain Guards,"Black, Celeste, Chain Guard, City Accessories, Cream, Matte Black, Pure City, Red, Silver, White",10,https://cdn.shopify.com/s/files/1/0923/8062/products/Yellow-Chain-Cover-FULL.jpeg?v=1438625141
city-bell,City Bell,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>""Knock Knock.""<br> ""Who's there?""""<br> ""Isabelle.""""<br> ""Isabelle, who?""""<br> ""Isabelle necessary on a bicycle?""""</p>
<p>The answer is yes! Whether you want to give other riders a friendly chime to say ""hi"", need to remind that car at the red light that you're still there, or if you just want to practice percussion on the go, the CityBell's got all the ding you could want in a compact brass housing. Perfect for cruising city streets or riding your favorite path or trail, a pleasant peal is always at your fingertips to grab you the attention you deserve.</p>",Pure Fix Cycles,Bells,"Bell, Black, Blue, City, City Accessories, Gold, Pure City, Red, Silver",10,https://cdn.shopify.com/s/files/1/0923/8062/products/Chrome-Bell-Full.jpeg?v=1438625132
saris-solo-bike-rack,Saris Solo Bike Rack,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><span>The bad news is you can't bike everywhere, that's why you keep that car around.  The good news is, now your car doesn't have to be bike-free!  The Saris bike rack lets you haul your favorite bike to wherever you want to ride, or just bring it with you when you run errands (imagine how fast you can get through IKEA on your bike)! Made from recycled materials that can't rust, this rack is built to last and carry your bike wherever you want to go!</span>",Saris,Bike Racks,"Bike Racks, Black, Rack",59.99,https://cdn.shopify.com/s/files/1/0923/8062/products/saris-solo-bike-rack-web.jpeg?v=1438625128
saris-bones-3-bike-rack,Saris Bones 3 Bike Rack,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>The bad news is you can't bike everywhere, that's why you keep that car around.  The good news is, now your car doesn't have to be bike-free!  The Saris bike rack lets you haul your favorite bike to wherever you want to ride, or just bring it with you when you run errands (imagine how fast you can get through IKEA on your bike)! Made from recycled materials that can't rust, this rack is built to last and carry your bike wherever you want to go!</p>",Saris,Bike Racks,Bike Racks,169.99,https://cdn.shopify.com/s/files/1/0923/8062/products/saris-3-bones-bike-rack-web.jpeg?v=1438625127
shimano-dura-ace-lockring,Shimano Dura-Ace Lockring,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><div>
<p>Lockring? Ha! More like LOCK-KING. This is the one true ruler of them all. Solid when you need it to be, and easy to forget when riding. This bad boy is perfect for your next track or commuter build.</p>
<ul>
<li>Will work with all cogs 13T+</li>
<li>Made in Japan by Shimano</li>
<li>NJS Approved</li>
</ul>
</div>",Shimano,Lockrings,"Black, Cogs, Cogs and Lockrings, Drivetrain, Dura-Ace, Lockring, Lockrings, Parts",15,https://cdn.shopify.com/s/files/1/0923/8062/products/dura-ace-lock-ring.jpeg?v=1438625125
the-coolidge-crmo-fixed-gear,Coolidge,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>The Pure Fix Premium Series is the perfect bike to take your riding to the next level.  Featuring a double-butted <strong>4130 chromoly</strong> frame, the Premium Series was bred to be lighter, stiffer, and faster.  It comes street-ready with wrapped drop bars, our 700C, 30mm wheelset featuring sealed bearing hubs and a machined braking surface, and includes <strong>Thickslick</strong> 700x28c tires standard.  The raked chrome fork and polished silver quill stem and seat help bring a dash of classic style to a bike that's guaranteed to turn heads, warm hearts, and haul ass.</p>",Pure Fix Cycles,Premium Fixed Gear Bike,"4130, 47 cm, 50 cm, 54 cm, 58 cm, 61 cm, Black, CrMo, Pro Series, Pure Fix",450,https://cdn.shopify.com/s/files/1/0923/8062/products/COOLIDGE_2014_SEAMLESS_THICKSLICK_SIDE_WEB.jpeg?v=1442434542
hiplok-pop-lock,Hiplok Pop Lock,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>The <strong>Hiplok</strong> is the first bike lock designed to be worn by the rider, eliminating all the fussing with frustrating frame mounts, or lugging heavy locks around in your backpack!</p>
<iframe width=""1280"" height=""720"" src=""//www.youtube.com/embed/MZQzgLx_9wU?rel=0"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe>",Hiplok,Lock,"Accessories, Black, Blue, Cream, Essential, Essentials, Green, Hiplok, Lock, Locks, Neon Green, Safety, Safety Gear",29.99,https://cdn.shopify.com/s/files/1/0923/8062/products/hiplok-pop-web_0000_Layer_5.jpeg?v=1438625107
truative-square-taper-bottom-bracket,Truvativ Square Taper Bottom Bracket,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>This is the perfect bottom bracket to fit your <a href=""http://purefixcycles.com/pages/keirin-track-bikes"" title=""Pure Fix Track Frames"">Pure Fix Track frame set</a>.  It has sealed bearings and rings in at 68mm x 113mm. </p>
<table>
<thead>
<tr>
<th><strong>Neco Bottom Bracket</strong></th>
<th>Specifications</th>
</tr>
</thead>
<tbody>
<tr>
<td><strong>BB Shell Width</strong></td>
<td>68 mm</td>
</tr>
<tr>
<td><strong>Weight</strong></td>
<td>325 g</td>
</tr>
<tr>
<td><strong>BB Thread Type</strong></td>
<td>English</td>
</tr>
<tr>
<td><strong>Spindle Interface</strong></td>
<td>Square Taper</td>
</tr>
<tr>
<td><strong>Spindle Length</strong></td>
<td>113 mm</td>
</tr>
</tbody>
</table>",Truvativ,Bottom Brackets,"Bottom Bracket, Bottom Brackets, Drivetrain, Parts, Truativ",20,https://cdn.shopify.com/s/files/1/0923/8062/products/Turative-bottom-bracket-square-113-WEB.jpeg?v=1438625100
nantucket-cruiser-pannier-basket,Nantucket Cruiser Pannier Basket,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>The family that owns and runs Nantucket Bike Baskets has been in the basket-making industry for over 30 years, and it shows.  Not satisfied with only basketing-out the front of the bike, they've started weaving these amazing basket panniers that hook directly to your rear rack!  Pop it off and take it into the store while you grab your groceries, pop it back on your rack when you're done shopping and cruise home!  Woven using the highest quality rattan which weathers nicely over time for an antique look, this isn't your average department store-basket, it's a practical work of art that'll help you and your bike thrive in your city!</p>",Nantucket Bike Basket Co,Baskets,"Accessories, Bags, Basket, Baskets, Baskets and Racks, City Accessories, Panniers, Pure City, White",70,https://cdn.shopify.com/s/files/1/0923/8062/products/nantucket-basket-cruiser-pannier-natural-WEB.jpeg?v=1438625097
nantucket-cisco-basket,Nantucket Cisco Basket,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>The family that owns and runs Nantucket Bike Baskets has been in the basket-making industry for over 30 years, and it shows.  This isn't your run-of-the-mill, one-season-til-they-unwind, department-store basket.  Made from the highest quality natural rattan fibers and woven from lacak rattan, these are the best baskets out there thanks to a classic design and their ability to hold up over time.  Your bike deserves the best, so treat it and yourself to one of these artfully crafted baskets so you can haul stuff in style all over your city!</p>",Nantucket Bike Basket Co,Baskets,"Accessories, Basket, Baskets, Baskets and Racks, Brown, City Accessories, Pure City",70,https://cdn.shopify.com/s/files/1/0923/8062/products/nantucket-basket-cisco-natural-WEB.jpeg?v=1438625092
brooks-b17-saddle,Brooks B17 Saddle,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>Craftsmanship.  History.  Comfort.  Brooks.</p>
<p>Brooks has been making these saddles for over 100 years and anyone who rides one will tell you it's because they're simply the best.  Ideal for long distance rides, touring and trekking, the B17 is made from Brooks' high-quality leather, will break-in to fit your body perfectly the more you ride, and is built to last as long as you love it!</p>",Brooks,Saddle,"Black, Blue, Brooks, Brown, Green, Honey, Parts, Pure CIty, Red, Saddle, Saddles, Saddles and Seatposts",130,https://cdn.shopify.com/s/files/1/0923/8062/products/b17-honey-WEB.jpeg?v=1438625083
brooks-b67-saddle,Brooks B67 Saddle,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>Classically sprung for supreme comfort, the B67 features single rails for attachment to modern micro-adjust seat pillars.</p>",Brooks,Saddle,"Black, Brooks, Brown, Honey, Parts, Pure CIty, Saddle, Saddles, Saddles and Seatposts",140,https://cdn.shopify.com/s/files/1/0923/8062/products/b67-black-WEB.jpeg?v=1438625072
fizik-ardea-versus,Fizik Ardea Versus,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>Sweet relief. The Fizik Ardea Versus is a solid base saddle design with an ergonomic channel spanning the length of the saddle to reduce pressure and improve comfort without sacrificing performance. Fizik believes that comfort is achieved by optimizing the seating surface area, not cutting it totally out, which detrimentally decreases the seating surface available and essential support.</p>",Fizik,Saddle,"Black, Essentials, Fizik, Parts, Saddle, Saddles, Saddles and Seatposts",99,https://cdn.shopify.com/s/files/1/0923/8062/products/Ardea-Versus-Black-WEB.jpeg?v=1438625070
original-freewheel,Original Freewheel,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p class=""lead"">In the need for a standard freewheel to get your ratio just right? Look no further! These 16 teeth are all you need.</p>",Pure Fix Cycles,Freewheels,"16T, Alloy, Drivetrain, Freewheels, Parts",8,https://cdn.shopify.com/s/files/1/0923/8062/products/Freewheel-02-WEB.jpeg?v=1438625068
the-nikola,The Nikola,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p class=""lead"">Spokes are for suckers! They add weight, increase drag, and transmit harsh road bumps up to the rider, but for years they've been the only way to keep your hubs attached to your wheels. <em>Until now.</em></p>
<p> </p>
<p>Thanks to dynamo-hub powered electromagnets, neodymium rim inserts, and some engineering magic, the Nikola makes spokes a thing of the past. At low speeds, the magnetic field generated keeps the rims stable and allows some wiggle-room to absorb road shock (imagine invisible magnetic shocks and you'll get a sense of how cool it is), at higher speeds the stronger field keeps your rims stiff so you don't lose any energy to flexing like on a standard spoked wheel. This is bascially the coolest thing you're going to see all year. 1 part mag-lev train, 1 part urban-assault bicycle, 100% Pure.</p>
<p class=""secondary""><em>*43cm will come with a rear brake and 650C wheels.</em></p>
<p class=""tertiary"">See our <a href=""/pages/pure-fix-original-specs"">full specifications</a>.</p>",Pure Fix Cycles,Fixed Gear Bicycle,"43cm, 47cm, 50cm, 54cm, 58cm, 61cm, 64cm, Bicycle, Bicycles, Bike, Black, Fixed Gear, Fixie, Matte Black, Pure Fix Cycles",1899.99,https://cdn.shopify.com/s/files/1/0923/8062/products/Nikola-Fixie_WEB.jpeg?v=1438625066
buckshot-bluetooth-speaker,Buckshot Bluetooth Speaker,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>The Buckshot is a super-portable, multifunctional, rugged and water-resistant wireless speaker.  It's loaded with features like an included bike mount, a microphone for calls and a shock-resistant body. </p>
<p>The Buckshot features the same angular, triangle-themed design that is signature to many of the other products in the Outdoor Tech lineup. The rugged, rubberized exterior means that it's no big deal if you drop it from time to time, and the built-in speakerphone and microphone means that you can have little hands-free calls with your therapist basically wherever you want. The included bicycle mount allows you to mount the Buckshot to your bicycle handlebars or anything else with a similar profile. Compact, portable music has never been a more viable option.</p>",Outdoor Tech,Speaker,"Accessories, Essentials, Phone Accessories, Speakers",49.99,https://cdn.shopify.com/s/files/1/0923/8062/products/Buckshot-black.jpeg?v=1438625060
crane-bell,Crane Bell,<p></p>,Crane,Bells,"Accessories, Bells, Goods",20,https://cdn.shopify.com/s/files/1/0923/8062/products/crane-copper-bell-WEB.jpeg?v=1438625053
inter-lock-integrated-bike-lock,Interlock Integrated Bike Lock,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>Annoyed by carrying your bike lock? The rattling, clanging, or ugly mounting hardware? The InterLock is a lock that hides inside of your bike! All you need to do is replace the seatpost with this one - that comes with a permanently attached bike lock!</p>
<ul>
<li>25.4mm seatpost</li>
<li>﻿Cables are 90cm total length, or 35.4 inches if you’re imperially inclined.</li>
<li>Product weight: 620 Grams including lock and seatpost.</li>
<li>Seatpost is 3D Forged, 6061 Aluminium.</li>
</ul>",InterLock,Lock,"Accessories, Locks, Saddles and Seatposts, Seatposts and Clamps",59.99,https://cdn.shopify.com/s/files/1/0923/8062/products/Interlock_Black_3RD_WEB.jpeg?v=1438625046
the-gold,Lima,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p class=""lead"">Gloss rose gold frame with stealthy matte black wheels</p>
<p>The Gold is not just any gold. The Gold is Rose Gold. For a golden angel like you, you deserve nothing less. Fully outfitted with black components, The Lima contrasts beautifully with matching a matching black saddle and grips.</p>",Pure Fix Cycles,Fixed Gear Bicycle,"50cm, 54cm, 58cm, Bicycle, Bicycles, Gold, Red",329,https://cdn.shopify.com/s/files/1/0923/8062/products/LIMA_2014_SEAMLESS_SIDE_KENDA_WEB.jpeg?v=1438625032
the-alfa,Alfa,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>Sunshine, blue skies, a gentle breeze – you can spend all year waiting for perfect bike weather or you can grab an Alfa and make your own. Whatever the forecast, Alfa makes every day a beautiful day for a ride.</p>",Pure Fix Cycles,Fixed Gear Bicycle,"Bicycle, Bicycles, Bike, Blue, Fixed Gear, Fixie, Pure Fix Cycles, White, WTB",329,https://cdn.shopify.com/s/files/1/0923/8062/products/ALFA_SIDE_WEB.jpeg?v=1442512858
the-charlie,Charlie,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><h3>Charlie</h3>
<p class=""lead"">Is there anything more timeless than a little red bicycle? With its deep dish white wheels, the Charlie is a contemporary spin on the American classic.</p>",Pure Fix Cycles,Fixed Gear Bicycle,"50cm, 54cm, 58cm, Bicycle, Bicycles, Bike, Black, College Fixie, Fixed Gear, Fixie, Pure Fix Cycles, Red, Urban Fixie",329,https://cdn.shopify.com/s/files/1/0923/8062/products/CHARLIE_2015_SEAMLESS_SIDE_WEB.jpeg?v=1438624998
